date_of_sale,address,postal_code,county,price,description
18/12/2020,"118 NEWGRANGE RD, CABRA, DUBLIN 7",Dublin 7,Dublin,"€310,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"12 BRIDGE COURT, ATHENRY, GALWAY",,Galway,"€261,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"12 COOLAGHANOCK DR, THE PLANES, KILDARE TOWN",,Kildare,"€172,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"12 Crieve Mor Avenue, Crievesmith, Letterkenny",,Donegal,"€169,603.52",New Dwelling house /Apartment
18/12/2020,"12 ESKER GATE, MOUNTMELLICK, LAOIS",,Laois,"€140,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"12 FRENCH'S VILLAS, FAIRHILL, CORK",,Cork,"€198,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"12 HIGHFIELD PARK, BALLINCOLLIG, CORK",,Cork,"€310,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"12 Lios na mBan, LADYSBRIDGE, COUNTY CORK",,Cork,"€375,000.00",New Dwelling house /Apartment
18/12/2020,"12 RATH GEAL, WESTBOURNE RISE, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,"€158,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"12 SEAFIELD COURT, CASTLE AVENUE, CLONTARF",,Dublin,"€287,500.00",Second-Hand Dwelling house /Apartment
18/12/2020,"12 Shackleton Terrace, Shackleton Park, Lucan",,Dublin,"€225,115.00",New Dwelling house /Apartment
18/12/2020,"12 The Fairways, Tir Cluain, Midleton",,Cork,"€249,339.21",New Dwelling house /Apartment
18/12/2020,"12 THE PINES, RUSHBROOKE LINKS, COBH",,Cork,"€232,500.00",Second-Hand Dwelling house /Apartment
18/12/2020,"12 Walker Green, Parkside, Balgriffin",,Dublin,"€343,612.00",New Dwelling house /Apartment
18/12/2020,"12 WOODFORD WAY, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€243,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"122 LOWER SALTHILL RD, GALWAY, GALWAY",,Galway,"€505,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"129 CARRAIG MIDHE, CORBALLY, CO CLARE",,Clare,"€183,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"12A BAILIS, JOHNSTOWN, NAVAN",,Meath,"€118,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"13 CLAUGHAUN VILLAS, GARRYOWEN, LIMERICK",,Limerick,"€125,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"13 DEERPARK, BOGHALL RD, BRAY",,Wicklow,"€192,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"13 EARLSFORT AVE, LUCAN, DUBLIN",,Dublin,"€287,500.00",Second-Hand Dwelling house /Apartment
18/12/2020,"13 FORTFIELD, KILLERISK, TRALEE",,Kerry,"€249,500.00",Second-Hand Dwelling house /Apartment
18/12/2020,"13 GEORGIAN VILLAGE, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,"€1,800,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"13 GLEANN RIBH, LUSK, DUBLIN",,Dublin,"€202,500.00",Second-Hand Dwelling house /Apartment
18/12/2020,"13 HIGHFIELD, BALLINDERRY ROAD, MULLINGAR",,Westmeath,"€525,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"13 Knightsgate Avenue, Rush",,Dublin,"€370,044.00",New Dwelling house /Apartment
18/12/2020,"13 Marine Walk, Dun Laoghaire",,Dublin,"€418,502.20",New Dwelling house /Apartment
18/12/2020,"13 MEADOW COURT, MOYLOUGH, CO GALWAY",,Galway,"€198,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"13 MOUNT TEMPLE, SUMMERHILL, CARRICK ON SHANNON",,Leitrim,"€125,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"13 PATRICK DOYLE RD, MILLTOWN, DUBLIN 14",Dublin 14,Dublin,"€500,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"13 RAMLEH PARK, MILLTOWN, DUBLIN 6",Dublin 6,Dublin,"€880,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"13 ROCK VIEW, LEGAN, LONGFORD",,Longford,"€102,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"13 Rye Water, Millerstown, Kilcock",,Meath,"€427,311.00",New Dwelling house /Apartment
18/12/2020,"13 Shackleton Terrace, Shackleton Park, Lucan",,Dublin,"€225,115.00",New Dwelling house /Apartment
18/12/2020,"13 St Helen's Orchard, St Helen's, Adamstown",,Dublin,"€248,420.73",New Dwelling house /Apartment
18/12/2020,"13 The Avenue, Ros Mor, Crossagalla",,Limerick,"€242,290.00",New Dwelling house /Apartment
18/12/2020,"13 THE GREEN, COOLROE MEADOWS, BALLINCOLLIG",,Cork,"€394,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"13 Walker Green, Malahide Road, Balgriffin",Dublin 13,Dublin,"€343,612.00",New Dwelling house /Apartment
18/12/2020,"13 WILLSBROOK RD, BALLYDOWD MANOR, LUCAN",,Dublin,"€345,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"135 TEMPLEGREEN, NEWCASTLE WEST, LIMERICK",,Limerick,"€129,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"136 Clonlara, Kerry Pike, Cork",,Cork,"€320,000.00",New Dwelling house /Apartment
18/12/2020,"137 ROSE HILL, WICKLOW",,Wicklow,"€287,500.00",Second-Hand Dwelling house /Apartment
18/12/2020,"138 ALEXANDRA WALK, CLANE, CO KILDARE",,Kildare,"€183,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"139 CORRIB PARK, NEWCASTLE, GALWAY",,Galway,"€245,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"14 COLTHURST CRESCENT, LUCAN, DUBLIN",,Dublin,"€335,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"14 DROIM NA COILLE, DROMIN RD, NENAGH",,Tipperary,"€177,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"14 GLENCAIRN CRESCENT, THE GALLOPS, LEOPARDSTOWN DUBLIN 18",Dublin 18,Dublin,"€565,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"14 OLD KILLARNEY, AGHADOE, KILLARNEY",,Kerry,"€180,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"14 RINN NA SHIONA, CASTLEBAR, MAYO",,Mayo,"€150,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"14 Shackleton Terrace, Shackleton Park, Lucan",,Dublin,"€225,115.00",New Dwelling house /Apartment
18/12/2020,"143 BEAUMONT RD, WHITEHALL, DUBLIN 9",Dublin 9,Dublin,"€402,500.00",Second-Hand Dwelling house /Apartment
18/12/2020,"1463 ASSUMPTA VILLAS, KILDARE, COUNTY KILDARE",,Kildare,"€165,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"15  Cooline Heights, Ballyvoloon, Cobh",,Cork,"€207,048.45",New Dwelling house /Apartment
18/12/2020,"15 Belltree Lane, Belltree, Clongriffin",Dublin 13,Dublin,"€334,801.00",New Dwelling house /Apartment
18/12/2020,"15 BIRCH VIEW, MOUNT WOODS, MARYBOROUGH",,Cork,"€303,964.76",New Dwelling house /Apartment
18/12/2020,"15 BRUHENNY, CHURCHTOWN, MALLOW",,Cork,"€182,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"15 Convent Gardens, Blackrock Villas, Cork",,Cork,"€440,484.00",New Dwelling house /Apartment
18/12/2020,"15 KNOCKTHOMAS DRIVE, CASTLEBAR, CO MAYO",,Mayo,"€168,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"15 LINNETFIELDS PARK, CASTAHEANY, CLONEE",,Dublin,"€220,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"15 LISHEEN WOODS, OVENS, CORK",,Cork,"€440,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"15 PEYTON CLOSE, STONEY ROAD, RATHCOOLE",,Dublin,"€347,500.00",Second-Hand Dwelling house /Apartment
18/12/2020,"15 Shackleton Lawn, Shackleton Park, Lucan",,Dublin,"€264,508.00",New Dwelling house /Apartment
18/12/2020,"15 Shackleton Terrace, Shackleton Park, Lucan",,Dublin,"€225,115.00",New Dwelling house /Apartment
18/12/2020,"15 SLIABH MOR, CARNEY, SLIGO",,Sligo,"€184,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"15 St Helen's Orchard, St Helen's, Adamstown",,Dublin,"€248,420.73",New Dwelling house /Apartment
18/12/2020,"153 WOODLANDS, NAVAN, MEATH",,Meath,"€270,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"154 CURRAGH WOODS, FRANKFIELD CROSS, DOUGLAS",,Cork,"€310,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"155A ASHLAWN PARK, BALLYBRACK, DUBLIN",,Dublin,"€312,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"156 FARRANFERRIS AVE, FARRANREE, CORK",,Cork,"€128,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"16 ARD CULLEN, OMEATH, LOUTH",,Louth,"€300,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"16 CARTRON POINT, SLIGO, SLIGO",,Sligo,"€200,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"16 FIRHOUSE, MESPIL ESTATE, SUSSEX RD",Dublin 4,Dublin,"€280,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"16 LALLY RD, DUBLIN 10, DUBLIN",Dublin 10,Dublin,"€267,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"16 PURTEEN, KEEL, ACHILL",,Mayo,"€125,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"16 RIVERSIDE RISE, RUSHBROOKE, COBH",,Cork,"€160,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"16 SEAVIEW AVE, CARRIGALINE, CORK",,Cork,"€182,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"16 Shackleton Terrace, Shackleton Park, Lucan",,Dublin,"€225,115.00",New Dwelling house /Apartment
18/12/2020,"16 TERENURE PARK, TERENURE, DUBLIN 6W",,Dublin,"€938,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"161 ST BRIGIDS PLACE, PORTLAOISE, LAOIS",,Laois,"€52,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"168 DOWNPATRICK ROAD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,"€230,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"17 CARNEHILL, JOHNSTOWN, NAVAN",,Meath,"€330,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"17 COLLEGE GREEN, DUNMORE RD, TUAM",,Galway,"€238,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"17 Cooline Heights, Cobh",,Cork,"€203,275.00",New Dwelling house /Apartment
18/12/2020,"17 CRESCENT GARDENS, EAST WALL, DUBLIN 3",Dublin 3,Dublin,"€495,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"17 DEERPARK VIEW, BALTINGLASS, CO WICKLOW",,Wicklow,"€226,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"17 Graydon Glen, Graydon, Newcastle",,Dublin,"€356,828.19",New Dwelling house /Apartment
18/12/2020,"17 SEAVIEW PARK, MORNINGTON, MEATH",,Meath,"€330,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"17 St Helen's Orchard, St Helen's, Adamstown",,Dublin,"€248,420.73",New Dwelling house /Apartment
18/12/2020,"17 THE TANNERY, CORK ST, DUBLIN 8",Dublin 8,Dublin,"€305,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"17 TOWER HILL, BORRISOKANE, CO TIPPERARY",,Tipperary,"€56,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"17 TULLYGLASS COURT, SHANNON, CLARE",,Clare,"€190,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"17 WARRENMOUNT PLACE, DUBLIN 8, DUBLIN",Dublin 8,Dublin,"€359,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"18 BRIGHTON COURT, FOXROCK, DUBLIN",Dublin 18,Dublin,"€525,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"18 CHURCHFIELD CLANE, KILDARE",,Kildare,"€259,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"18 CLAY FARM PARK, CLAY FARM, LEOPARDSTOWN",Dublin 18,Dublin,"€559,471.36",New Dwelling house /Apartment
18/12/2020,"18 DANGAN PARK, KIMMAGE RD WEST, DUBLIN 12",Dublin 12,Dublin,"€634,500.00",Second-Hand Dwelling house /Apartment
18/12/2020,"18 GANDON WAY, GANDON PARK, LUCAN",,Dublin,"€365,638.00",New Dwelling house /Apartment
18/12/2020,"18 GLENTAUN RD, GLENTAUN VILLAGE, CREAGH",,Galway,"€183,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"18 HAIG GARDENS, BOREENMANNA RD, CORK",,Cork,"€253,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"18 KILDALKEY WOOD, KILDALKEY, MEATH",,Meath,"€355,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"18 LAKE SIDE GARDENS, KILMINCHY, PORTLAOISE",,Laois,"€170,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"18 MANOR AVE, KINGSTON, GALWAY",,Galway,"€585,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"18 PRIORY LAWN, RHODE, OFFALY",,Offaly,"€190,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"18 ST PATRICKS TERRACE, KILKEE, CLARE",,Clare,"€30,912.00",Second-Hand Dwelling house /Apartment
18/12/2020,"18 THE PARK, DRUMMIN VILLAGE, BORRISOKANE ROAD",,Westmeath,"€180,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"18 WESTBROOK AVE, BALBRIGGAN, DUBLIN",,Dublin,"€245,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"180 COLLINSWOOD, BEAUMONT, DUBLIN 9",Dublin 9,Dublin,"€405,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"182 CLONKEEN CRESCENT, BATTERY ROAD, DUN LAOGHAIRE",,Dublin,"€477,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"188 MALAHIDE ROAD, DONNYCARNEY, DUBLIN 3",,Dublin,"€332,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"19 Ballintine Park, Allen",,Kildare,"€242,290.00",New Dwelling house /Apartment
18/12/2020,"19 CEDARWOOD CLOSE, WATERPARK, CARRIGALINE",,Cork,"€153,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"19 CLUAIN BUL, ENNISCORTHY, THE MOYNE",,Wexford,"€176,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"19 DONAGHMEDE RD, DUBLIN 13, DUBLIN",Dublin 13,Dublin,"€325,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"19 GREEN PARK, CEMENT ROAD, DROGHEDA",,Louth,"€197,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"19 KILVERE PARK, CYPRESS DOWNS, TEMPLEOGUE DUBLIN 6W",,Dublin,"€362,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"19 LANCASTER GATE, WESTER, CORK",,Cork,"€1,000,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"19 ROCHFORD PARK, ROCHFORD ABBEY, KILL",,Kildare,"€185,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"19 ROCKFIELD, ARDEE, LOUTH",,Louth,"€276,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"19 STOCKING WOOD COPSE, STOCKING AVE, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,"€210,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"19 THE BRIARY, ROSE HILL, CARRIGALINE",,Cork,"€347,500.00",Second-Hand Dwelling house /Apartment
18/12/2020,"19 THE FAIRWAYS, ROSCOMMON",,Roscommon,"€220,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"19 THE STREAMS, CARAGH, NAAS",,Kildare,"€436,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"19 VILLA PARK AVE, NAVAN RD, DUBLIN 7",Dublin 7,Dublin,"€400,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"192 LYMEWOOD MEWS, NORTHWOOD, SANTRY",,Dublin,"€245,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"198 DE BRET HOUSE, LORETO ABBEY, RATHFARNHAM",Dublin 14,Dublin,"€337,500.00",Second-Hand Dwelling house /Apartment
18/12/2020,"1A HERBERT PARK LAWN, GARDINERS HILL, ST LUKES",,Cork,"€435,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"1ST FLOOR, TEACH MURRAY, MAIN STREET",,Sligo,"€50,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"2 ABBEY COURT, BALLYHAUNIS, CO MAY",,Mayo,"€30,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"2 BARTRA GREEN, KILLALA, COUNTY MMYO",,Louth,"€117,500.00",Second-Hand Dwelling house /Apartment
18/12/2020,"2 BEACHSIDE GLEN, RIVERCHAPEL, GOREY",,Wexford,"€104,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"2 BEECHGROVE, ATHBOY, MEATH",,Meath,"€140,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"2 BISHOPSCOURT GREEN, BISHOPSTOWN, CORK",,Cork,"€404,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"2 BULFIN CRESCENT, NENAGH, TIPPERARY",,Tipperary,"€145,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"2 Dodderbrook Placeo, Old Court Road, Ballycullen",Dublin 24,Dublin,"€374,449.00",New Dwelling house /Apartment
18/12/2020,"2 Dun Rioga Crescent, Dunshaughlin",,Meath,"€281,938.33",New Dwelling house /Apartment
18/12/2020,"2 HARRINGTON ST, Dublin 8",Dublin 8,Dublin,"€1,320,950.00",Second-Hand Dwelling house /Apartment
18/12/2020,"2 HAZELGROVE APPARTMENTS, KILLOWEN, KENMARE",,Kerry,"€145,500.00",Second-Hand Dwelling house /Apartment
18/12/2020,"2 JOYCE AVE, FOXROCK, DUBLIN 18",Dublin 18,Dublin,"€957,700.00",Second-Hand Dwelling house /Apartment
18/12/2020,"2 LEGION TERRACE, LONGFORD TOWN, CO LONGFORD",,Longford,"€130,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"2 Parklands Downs, Parklands, City West",Dublin 24,Dublin,"€299,559.47",New Dwelling house /Apartment
18/12/2020,"2 SANDFORD COURT, COALYARD, INISTIOGE",,Kilkenny,"€96,375.00",Second-Hand Dwelling house /Apartment
18/12/2020,"2 Shackleton Terrace, Shackleton Park, Lucan",,Dublin,"€225,115.00",New Dwelling house /Apartment
18/12/2020,"2 The Court, Hazelbrook Square, Churchtown",Dublin 14,Dublin,"€546,256.00",New Dwelling house /Apartment
18/12/2020,"2 Walker Green, Parkside, Balgriffin",,Dublin,"€334,801.00",New Dwelling house /Apartment
18/12/2020,"2 WINE ST, SLIGO, SLIGO",,Sligo,"€235,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"20 DALEWOOD, GLENGARRIFF, CORK",,Cork,"€110,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"20 DRIVE 2, MUIRHEVNAMORE, DUNDALK",,Louth,"€107,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"20 DRUMORE, CAVAN ST, COOTEHILL",,Cavan,"€105,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"20 HAWTHORN DR, NEWCASTLE WEST, LIMERICK",,Limerick,"€130,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"20 NORBURY WOODS GREEN, TULLAMORE, COUNTY OFFALY",,Offaly,"€153,500.00",Second-Hand Dwelling house /Apartment
18/12/2020,"20 PEYTON AVE, STONEY LANE, RATHCOOLE",Dublin 24,Dublin,"€387,500.00",Second-Hand Dwelling house /Apartment
18/12/2020,"20 SCRAMOGUE MANOR, SCRAMOGUE, ROSCOMMON",,Roscommon,"€135,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"20 The Avenue, Carrickmines Manor, Glenamuck Road",Dublin 18,Dublin,"€466,960.00",New Dwelling house /Apartment
18/12/2020,"20 THE COURT, COMPASS QUAY, KINSALE",,Cork,"€312,500.00",Second-Hand Dwelling house /Apartment
18/12/2020,"203 BANGOR RD, KIMMAGE, DUBLIN 12",Dublin 12,Dublin,"€320,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"21 CARYSFORT VILLAS, DALKEY, DUBLIN",,Dublin,"€425,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"21 CASTLEGATE WAY, ADAMSTOWN, DUBLIN",,Dublin,"€197,500.00",Second-Hand Dwelling house /Apartment
18/12/2020,"21 FAIRFIELD, ATHY, KILDARE",,Kildare,"€100,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"21 MARIAN PARK, NEWTOWN PARK AVENUE, BLACKROCK",,Dublin,"€500,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"211 WEDGEWOOD, SANDYFORD RD, SANDYFORD DUBLIN 16",Dublin 16,Dublin,"€340,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"212 PREMIER SQ, FINGLAS, DUBLIN 11",Dublin 11,Dublin,"€220,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"214 KYLEMORE RD, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,"€201,111.00",Second-Hand Dwelling house /Apartment
18/12/2020,"22 Abbey Square, Mungret Gate, Baunacloka",,Limerick,"€308,370.04",New Dwelling house /Apartment
18/12/2020,"22 BRESCULA CLOSE, PORTLAOISE",,Laois,"€180,132.14",New Dwelling house /Apartment
18/12/2020,"22 CATHEDRAL COURT, ENNIS, CO CLARE",,Clare,"€120,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"22 Crocknageeha, Rinclevan, Dunfanahy",,Donegal,"€242,290.75",New Dwelling house /Apartment
18/12/2020,"22 FORSTER PLACE, FORSTER COURT, GALWAY",,Galway,"€240,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"22 Ros na Gréine, Ardfinnan, Clonmel",,Tipperary,"€149,240.00",New Dwelling house /Apartment
18/12/2020,"22 ST ANDREWS DR, FAIRWAYS, LUCAN",,Dublin,"€495,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"23 CARRICKHALL CLOSE, EDENDERRY, OFFALY",,Offaly,"€122,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"23 CASTLEVIEW PARK, EDENDERRY, OFFALY",,Offaly,"€80,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"23 COLLEGE VIEW, WESTPORT ROAD, CASTLEBAR",,Mayo,"€188,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"23 GLENBOURNE GROVE, LEOPARDSTOWN VALLEY, DUBLIN 18",Dublin 18,Dublin,"€505,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"23 Lighthouse Way, Killea, Dunmore East",,Waterford,"€224,670.00",New Dwelling house /Apartment
18/12/2020,"23 ROYAL TERRACE WEST, DUN LAOGHAIRE, DUBLIN",,Dublin,"€1,600,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"23 SHACKLETON CRESCENT, SHACKLETON PARK, LUCAN",,Dublin,"€455,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"23 THORNDALE, DELGANY, WICKLOW",,Wicklow,"€555,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"230 THE CRESCENT PARK WEST POINTE, DUBLIN 12, DUBLIN",Dublin 12,Dublin,"€243,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"24 Beresford Avenue, Donabate, Co. Dublin",,Dublin,"€343,612.33",New Dwelling house /Apartment
18/12/2020,"24 BRACKEN COURT, OLD TRAMORE ROAD",,Waterford,"€233,480.00",New Dwelling house /Apartment
18/12/2020,"24 OLD MILL RACE, MONASTEREVIN, KILDARE",,Kildare,"€185,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"24 THE BEECHES, SUMMERHILL, MALLOW",,Cork,"€161,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"24 WYNNES TERRACE, DUNDALK, LOUTH",,Louth,"€164,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"246 ARD UISCE, WHITEROCK HILL, WEXFORD",,Wexford,"€208,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"25 BERESFORD AVENUE, DONABATE, CO DUBLIN",,Dublin,"€343,612.00",New Dwelling house /Apartment
18/12/2020,"25 The Green, Silver Banks, Stamullen",,Meath,"€264,317.00",New Dwelling house /Apartment
18/12/2020,"26 ASHLAWN, LOUGHREA, GALWAY",,Galway,"€212,500.00",Second-Hand Dwelling house /Apartment
18/12/2020,"26 beresford avenue, donabate, county dublin",,Dublin,"€343,612.33",New Dwelling house /Apartment
18/12/2020,"26 DUN ORGA, CLOYNE, CORK",,Cork,"€162,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"26 KITTYWAKE, BARNAGEERAGH, SKERIES",,Dublin,"€250,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"26 NEPHIN HALLS, HOPKINS RD, CASTLEBAR",,Mayo,"€90,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"26 The Anchorage, Harpers Creek, Glounthaune",,Cork,"€307,075.00",New Dwelling house /Apartment
18/12/2020,"27 DELANEY PARK, DUBLIN HILL, CORK",,Cork,"€150,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"27 GLENCAIRN AVE, THE GALLOPS, LEOPARDSTOWN",Dublin 18,Dublin,"€480,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"27 HAZEL LANE, BRYANSTOWN, DROGHEDA",,Meath,"€240,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"27 OAK CRESCENT, ATHLUMNEY WOOD, NAVAN",,Meath,"€250,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"27 ST FRANCIS TCE, ATHLONE, WESTMEATH",,Westmeath,"€92,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"27 SYDNEY PARADE AVE, DUBLIN 4, DUBLIN",Dublin 15,Dublin,"€2,736,800.00",Second-Hand Dwelling house /Apartment
18/12/2020,"279 OLD GREENFIELD, MAYNOOTH, GREENFIELD",,Kildare,"€1,200,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"27a Maple Drive, Archerstown Wood, Ashbourne",,Meath,"€424,669.60",New Dwelling house /Apartment
18/12/2020,"28 BERKLEY LAWNS, THOMASTOWN, CO KILKENNY",,Kilkenny,"€207,500.00",Second-Hand Dwelling house /Apartment
18/12/2020,"28 GROVE PARK, MOUNTMELLICK, LAOIS",,Laois,"€178,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"28 LIMEKILN DR, MANOR ESTATE, DUBLIN 12",Dublin 12,Dublin,"€435,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"28 The Sycamores, Shandon, Dungarvan",,Waterford,"€251,101.00",New Dwelling house /Apartment
18/12/2020,"29 ASHGROVE MANOR, KILLEA, CARRIGAN",,Donegal,"€144,000.00",Second-Hand Dwelling house /Apartment
18/12/2020,"29 Beech Park, Cabinteely, Co.Dublin",Dublin 18,Dublin,"€497,797.00",New Dwelling house /Apartment
18/12/2020,"29 FAIRWAYS, TUBBERCURRY, SLIGO",,Sligo,"€35,000.00",Second-Hand Dwelling house /Apartment
